date,ticker,adjusted,return,perc_return,sp500_perc_return,excess_return,excess_return_sign,leading_news_effect
2024-09-03,AACAY,4.090000152587891,NA,NA,NA,NA,NA,Negative
2024-09-04,AACAY,4,-0.02200492646215289,-2.200492646215289,-0.16025435809103905,-2.04023828812425,Negative,Positive
2024-09-05,AACAY,4,0,0,-0.301801761558475,0.301801761558475,Positive,Negative
2024-09-06,AACAY,3.910000085830689,-0.02249997854232777,-2.249997854232777,-1.726024985928469,-0.5239728683043079,Negative,Negative
2024-09-09,AACAY,3.859999895095825,-0.012787772285749469,-1.2787772285749468,1.1580070282484163,-2.436784256823363,Negative,Negative
2024-09-10,AACAY,3.690000057220459,-0.0440414099729259,-4.404140997292591,0.44726726528397437,-4.851408262576565,Negative,Negative
2024-09-11,AACAY,3.7100000381469727,0.005420048947527367,0.5420048947527367,1.066502588889654,-0.5244976941369173,Negative,Negative
2024-09-12,AACAY,3.640000104904175,-0.01886790634044322,-1.886790634044322,0.7495302358939337,-2.6363208699382557,Negative,Positive
2024-09-13,AACAY,3.740000009536743,0.02747250048093087,2.747250048093087,0.5407711405364484,2.2064789075566384,Positive,Negative
2024-09-16,AACAY,3.5799999237060547,-0.04278077150339552,-4.278077150339552,0.12566297656614178,-4.403740126905694,Negative,Negative
2024-09-17,AACAY,3.549999952316284,-0.008379880455057165,-0.8379880455057165,0.026455008109864217,-0.8644430536155807,Negative,Positive
2024-09-18,AACAY,3.569999933242798,0.0056337975197617105,0.5633797519761711,-0.2896455862498072,0.8530253382259783,Positive,Positive
2024-09-19,AACAY,3.7100000381469727,0.03921571639274687,3.9215716392746867,1.6976853166763366,2.22388632259835,Positive,Negative
2024-09-20,AACAY,3.5899999141693115,-0.032345046561669956,-3.2345046561669957,-0.19410273951238022,-3.0404019166546155,Negative,Positive
2024-09-23,AACAY,3.7699999809265137,0.05013929556008145,5.0139295560081445,0.2809273058532787,4.733002250154866,Positive,Positive
2024-09-24,AACAY,3.880000114440918,0.029177754395471035,2.9177754395471034,0.2511178844347128,2.6666575551123906,Positive,Negative
2024-09-25,AACAY,3.799999952316284,-0.020618597877583123,-2.0618597877583125,-0.1861248930141714,-1.875734894744141,Negative,Positive
2024-09-26,AACAY,3.930000066757202,0.03421055686110643,3.4210556861106434,0.40386757171230636,3.017188114398337,Positive,Positive
2024-09-27,AACAY,4.010000228881836,0.020356275003996394,2.0356275003996394,-0.12532169669905743,2.160949197098697,Positive,NA
2024-09-03,AAL,10.600000381469728,NA,NA,NA,NA,NA,Positive
2024-09-04,AAL,10.630000114440918,0.0028301633859969784,0.2830163385996978,-0.16025435809103905,0.4432706966907369,Positive,Positive
2024-09-05,AAL,10.800000190734863,0.015992481134877806,1.5992481134877807,-0.301801761558475,1.9010498750462557,Positive,Positive
2024-09-06,AAL,10.800000190734863,0,0,-1.726024985928469,1.726024985928469,Positive,Positive
2024-09-09,AAL,11.220000267028809,0.03888889526634048,3.8888895266340477,1.1580070282484163,2.7308824983856317,Positive,Negative
2024-09-10,AAL,10.989999771118164,-0.020499152445345836,-2.0499152445345836,0.44726726528397437,-2.497182509818558,Negative,Negative
2024-09-11,AAL,10.770000457763672,-0.020018136299934482,-2.0018136299934484,1.066502588889654,-3.068316218883102,Negative,Positive
2024-09-12,AAL,10.880000114440918,0.010213523862754495,1.0213523862754494,0.7495302358939337,0.2718221503815157,Positive,Negative
2024-09-13,AAL,10.6899995803833,-0.017463284196608725,-1.7463284196608724,0.5407711405364484,-2.287099560197321,Negative,Positive
2024-09-16,AAL,10.8100004196167,0.011225523287541204,1.1225523287541204,0.12566297656614178,0.9968893521879786,Positive,Positive
2024-09-17,AAL,11.170000076293944,0.033302464634872714,3.3302464634872715,0.026455008109864217,3.3037914553774073,Positive,Negative
2024-09-18,AAL,11.029999732971191,-0.012533602718577811,-1.2533602718577812,-0.2896455862498072,-0.963714685607974,Negative,Negative
2024-09-19,AAL,11.109999656677246,0.0072529397681594335,0.7252939768159433,1.6976853166763366,-0.9723913398603933,Negative,Negative
2024-09-20,AAL,11.010000228881836,-0.009000848864591033,-0.9000848864591033,-0.19410273951238022,-0.7059821469467231,Negative,Negative
2024-09-23,AAL,10.979999542236328,-0.002724857949304026,-0.2724857949304026,0.2809273058532787,-0.5534131007836813,Negative,Positive
2024-09-24,AAL,11.039999961853027,0.005464519318593593,0.5464519318593593,0.2511178844347128,0.2953340474246465,Positive,Negative
2024-09-25,AAL,11,-0.0036231849629747175,-0.36231849629747176,-0.1861248930141714,-0.17619360328330036,Negative,Positive
2024-09-26,AAL,11.789999961853027,0.07181817835027521,7.181817835027521,0.40386757171230636,6.777950263315214,Positive,Negative
2024-09-27,AAL,11.5600004196167,-0.019508018912680235,-1.9508018912680236,-0.12532169669905743,-1.8254801945689663,Negative,NA
2024-09-03,AAON,89.2083511352539,NA,NA,NA,NA,NA,Negative
2024-09-04,AAON,88.83869171142578,-0.004143775993210133,-0.41437759932101326,-0.16025435809103905,-0.2541232412299742,Negative,Negative
2024-09-05,AAON,87.40999603271484,-0.01608190813245834,-1.6081908132458338,-0.301801761558475,-1.3063890516873589,Negative,Positive
2024-09-06,AAON,87.4000015258789,-1.1434054787277265e-4,-0.011434054787277265,-1.726024985928469,1.7145909311411918,Positive,Positive
2024-09-09,AAON,88.589996337890625,0.013615501043891452,1.3615501043891451,1.1580070282484163,0.20354307614072886,Positive,Negative
2024-09-10,AAON,88.26000213623047,-0.003724960100478243,-0.3724960100478243,0.44726726528397437,-0.8197632753317987,Negative,Positive
2024-09-11,AAON,91.73999786376952,0.039428910529229644,3.942891052922964,1.066502588889654,2.87638846403331,Positive,Positive
2024-09-12,AAON,93.470001220703125,0.018857678190734195,1.8857678190734195,0.7495302358939337,1.1362375831794858,Positive,Positive
2024-09-13,AAON,94.12000274658205,0.006954119154702102,0.6954119154702102,0.5407711405364484,0.15464077493376183,Positive,Positive
2024-09-16,AAON,96.160003662109375,0.02167446723328333,2.1674467233283328,0.12566297656614178,2.041783746762191,Positive,Negative
2024-09-17,AAON,96.18000030517578,2.079517710572392e-4,0.02079517710572392,0.026455008109864217,-0.005659831004140296,Negative,Positive
2024-09-18,AAON,96.93000030517578,0.007797878952175881,0.7797878952175881,-0.2896455862498072,1.0694334814673954,Positive,Positive
2024-09-19,AAON,102.4499969482422,0.05694827840387068,5.694827840387068,1.6976853166763366,3.997142523710731,Positive,Positive
2024-09-20,AAON,104.0500030517578,0.015617434369704477,1.5617434369704477,-0.19410273951238022,1.755846176482828,Positive,Positive
2024-09-23,AAON,107.81999969482422,0.03623254716476177,3.6232547164761773,0.2809273058532787,3.3423274106228984,Positive,Negative
2024-09-24,AAON,107.38999938964844,-0.003988131203792082,-0.3988131203792082,0.2511178844347128,-0.649931004813921,Negative,Positive
2024-09-25,AAON,107.3000030517578,-8.380327628469486e-4,-0.08380327628469486,-0.1861248930141714,0.10232161672947654,Positive,Negative
2024-09-26,AAON,107.0199966430664,-0.002609565710415932,-0.2609565710415932,0.40386757171230636,-0.6648241427538996,Negative,Positive
2024-09-27,AAON,107.08999633789063,6.540805178464176e-4,0.06540805178464176,-0.12532169669905743,0.1907297484836992,Positive,NA
2024-09-03,AAPL,222.77000427246097,NA,NA,NA,NA,NA,Negative
2024-09-04,AAPL,220.8500061035156,-0.00861874638471119,-0.861874638471119,-0.16025435809103905,-0.70162028038008,Negative,Positive
2024-09-05,AAPL,222.3800048828125,0.006927773316790269,0.6927773316790269,-0.301801761558475,0.9945790932375018,Positive,Positive
2024-09-06,AAPL,220.82000732421875,-0.0070150082037088776,-0.7015008203708878,-1.726024985928469,1.0245241655575814,Positive,Negative
2024-09-09,AAPL,220.91000366210935,4.075551802625364e-4,0.040755518026253636,1.1580070282484163,-1.1172515102221627,Negative,Negative
2024-09-10,AAPL,220.11000061035156,-0.0036213980285900527,-0.36213980285900527,0.44726726528397437,-0.8094070681429797,Negative,Positive
2024-09-11,AAPL,222.66000366210935,0.011585130365211856,1.1585130365211855,1.066502588889654,0.09201044763153154,Positive,Negative
2024-09-12,AAPL,222.77000427246097,4.94029500325291e-4,0.0494029500325291,0.7495302358939337,-0.7001272858614046,Negative,Negative
2024-09-13,AAPL,222.5,-0.0012120315450132803,-0.12120315450132803,0.5407711405364484,-0.6619742950377764,Negative,Negative
2024-09-16,AAPL,216.32000732421875,-0.027775247981039326,-2.7775247981039324,0.12566297656614178,-2.9031877746700743,Negative,Positive
2024-09-17,AAPL,216.7899932861328,0.0021726421320319724,0.21726421320319725,0.026455008109864217,0.19080920509333305,Positive,Positive
2024-09-18,AAPL,220.69000244140625,0.017989802463465022,1.7989802463465023,-0.2896455862498072,2.0886258325963096,Positive,Positive
2024-09-19,AAPL,228.8699951171875,0.037065533487195726,3.7065533487195728,1.6976853166763366,2.008868032043236,Positive,Negative
